總價(萬元),占比乗面積,building,屋齡,樓別/樓高,管理組織,電梯,主要用途,region,衛,廳,房
765,14.819935,condominium,1,二層/四層,有,有,住家用,North District,2,1,2
1678,24.822261,high-rise  apartment  (building),1,八層/十五層,有,有,住家用,North District,2,2,3
1950,104.64,House,30,全/四層,有,無,住家用,North District,3,5,4
1898,27.817363,high-rise  apartment  (building),1,十層/十四層,有,有,住家用,North District,2,2,3
1403,48.57,House,44,全/三層,無,無,住商用,North District,2,3,4
1696,27.817363,high-rise  apartment  (building),1,十四層/十四層,有,有,住家用,North District,2,2,3
1200,63.47,House,20,全/四層,無,無,住家用,North District,2,4,4
750,27.38,House,57,全/二層,無,無,住家用,North District,3,1,5
500,21.03,House,51,全/二層,無,無,住家用,North District,1,1,3
810,26.28808,condominium,20,一層/十層,有,有,住家用,North District,2,2,3
628,34.02,House,41,全/二層,無,無,住商用,North District,1,2,4
711.7,11.33875,high-rise  apartment  (building),12,四層/十三層,有,有,住家用,North District,1,1,1
1218,35.2,House,50,全/二層,無,無,住家用,North District,3,3,5
1368,24.1566,high-rise  apartment  (building),4,十一層/二十四層,有,有,住家用,North District,1,2,2
180,17.24,House,43,全/三層,無,無,住家用,North District,2,2,3
970,28.04,House,42,全/二層,無,無,住家用,North District,2,2,3
1100,35.52,House,35,全/二層,無,無,住家用,North District,2,2,2
1850,48.58,House,37,全/二層,無,無,住家用,North District,2,3,5
249,23.113431,Apartment,44,"一層,二層/四層",無,無,住商用,North District,2,2,2
565,14.12,House,52,全/一層,無,無,住家用,North District,1,1,2
700,62.66,House,25,全/四層,無,無,住家用,North District,2,3,4
450,24.44512,condominium,39,四層/七層,有,有,住家用,North District,2,1,3
1000,18.82,House,49,全/二層,無,無,住家用,North District,1,3,6
13587,154.72,House,4,全/二層,無,無,住家用,North District,3,7,3
150,6.81,House,51,全/二層,無,無,住家用,North District,2,2,4
730,25.07,House,51,全/二層,無,無,住家用,North District,2,6,6
79.5,14.57,House,55,全/三層,無,無,住家用,North District,2,1,2
1580,125.55,House,37,全/四層,無,無,住商用,North District,1,3,4
1100,37.03,House,39,全/二層,無,無,住家用,North District,3,3,4
650,25.36719,high-rise  apartment  (building),29,十九層/二十五層,有,有,住家用,North District,2,2,3
970,22.455889,high-rise  apartment  (building),8,十三層/二十四層,有,有,住家用,North District,2,2,3
250,6.288381,high-rise  apartment  (building),28,十四層/十八層,有,有,住家用,North District,1,1,1
2200,30.9868,high-rise  apartment  (building),1,九層/十五層,有,有,住家用,North District,2,2,3
1088,22.49,House,48,全/二層,無,無,住家用,North District,2,4,3
450,19.613016,high-rise  apartment  (building),26,"一層,騎樓,夾層/十四層",有,有,辦公用,North District,2,1,1
416,21.49032,Apartment,39,二層/五層,無,無,住家用,North District,2,1,3
290,23.12,House,42,全/三層,無,無,住商用,North District,2,3,4
1000,68.754336,high-rise  apartment  (building),33,六層/十二層,有,有,商業用,North District,1,1,1
870,26.286109,high-rise  apartment  (building),21,八層/十三層,有,有,住家用,North District,2,2,3
1580,38.5,House,50,全/二層,無,無,住家用,North District,2,2,6
680,14.47013,high-rise  apartment  (building),8,十六層/二十四層,有,有,住家用,North District,2,1,2
590,20.392302,high-rise  apartment  (building),42,七層/十二層,有,有,住家用,North District,2,2,2
1300,59.92,House,38,全/三層,無,無,住家用,North District,1,3,7
1690,25.543078,high-rise  apartment  (building),3,五層/十四層,有,有,住家用,North District,2,2,3
1700,104.92,House,30,全/四層,有,無,住家用,North District,2,5,5
539.8,12.537206,high-rise  apartment  (building),41,十層/十二層,有,有,住家用,North District,2,1,2
500,26.341072,Apartment,45,四層/四層,無,無,,North District,2,2,3
800,24.344928,condominium,29,七層/八層,有,有,住家用,North District,2,2,3
1950,84.04,House,40,全/四層,無,無,住家用,North District,2,4,7
2800,102.4,House,13,全/五層,無,有,住商用,North District,3,6,4
1200,28.21304,high-rise  apartment  (building),8,十八層/二十四層,有,有,住家用,North District,2,2,3
580,15.664599,high-rise  apartment  (building),28,十五層/十八層,有,有,住家用,North District,2,1,2
1450,71.26,House,32,全/三層,無,無,住商用,North District,3,3,4
940,25.036874,high-rise  apartment  (building),23,十三層/十四層,有,有,住家用,North District,2,2,3
800,23.26288,high-rise  apartment  (building),28,十一層/十八層,有,有,住家用,North District,2,2,4
1720,59.11,House,35,全/三層,無,無,住商用,North District,2,5,4
1580,26.971364,high-rise  apartment  (building),1,三層/十四層,有,有,住家用,North District,2,2,3
1450,29.09014,condominium,19,九層/十層,有,有,住家用,North District,2,2,3
1700,59.8,House,19,全/四層,無,無,住家用,North District,2,3,5
158,5.766012,condominium,33,五層/五層,有,有,住家用,North District,1,1,1
900,48.703622,high-rise  apartment  (building),21,九層/十二層,有,有,住家用,North District,1,2,3
860,22.858632,Apartment,42,一層/五層,無,無,住家用,North District,2,2,3
810,14.962652,high-rise  apartment  (building),8,七層/二十四層,有,有,住家用,North District,2,1,2
320,16.91928,Apartment,42,五層/五層,無,無,住家用,North District,2,1,2
1280,20.79948,high-rise  apartment  (building),1,十五層/十五層,有,有,住家用,North District,2,1,2
725,23.938005,high-rise  apartment  (building),26,八層/十四層,有,有,住家用,North District,2,2,3
943,21.708684,condominium,19,十層/十層,有,有,住家用,North District,2,1,2
1330,20.780062,high-rise  apartment  (building),1,十一層/十五層,有,有,住家用,North District,1,1,2
300,10.863392,Apartment,39,三層/五層,無,無,住家用,North District,1,1,2
600,25.10124,high-rise  apartment  (building),27,九層/十二層,有,有,住家用,North District,2,2,3
660,25.37171,high-rise  apartment  (building),29,二十三層/二十五層,有,有,住家用,North District,2,2,3
2720,51.5274,high-rise  apartment  (building),6,二十四層/二十五層,有,有,住家用,North District,2,2,2
2150,43.11036,high-rise  apartment  (building),4,三層/二十二層,有,有,住家用,North District,2,2,3
1080,30.608217,high-rise  apartment  (building),20,八層/十四層,有,有,住家用,North District,2,2,3
568,22.123472,Apartment,40,二層/五層,無,無,住家用,North District,2,2,3
920,26.016317,high-rise  apartment  (building),20,五層/十一層,有,有,住家用,North District,2,2,3
1775,26.133318,high-rise  apartment  (building),1,二層/十五層,有,有,住家用,North District,2,2,3
1176,54.5,House,42,全/四層,無,無,住商用,North District,2,3,4
115.9,24.92,House,29,全/四層,無,無,住家用,North District,2,3,3
1200,28.21304,high-rise  apartment  (building),8,十五層/二十四層,有,有,住家用,North District,2,2,3
2520,57.62,House,1,全/四層,無,無,住家用,North District,2,5,4
1930,64.11,House,17,全/四層,無,無,住家用,North District,2,4,5
420,25.701613,Apartment,42,五層/五層,無,無,住家用,North District,1,1,2
680,28.18,House,53,全/二層,無,無,住家用,North District,3,2,4
3450,112.45,House,2,全/五層,無,無,住家用,North District,2,1,7
1338,50.57,House,31,全/三層,無,無,住商用,North District,2,3,3
1165,23.427073,high-rise  apartment  (building),17,十三層/十四層,有,有,住家用,North District,2,2,3
135,6.95454,high-rise  apartment  (building),39,九層/十四層,有,有,住家用,North District,1,1,1
180,9.403767,high-rise  apartment  (building),39,五層/十四層,有,有,住家用,North District,1,1,1
955,26.018587,high-rise  apartment  (building),21,八層/十三層,有,有,住家用,North District,2,2,3
1115,29.9,House,25,全/二層,無,無,住家用,North District,2,3,4
845,15.614575,high-rise  apartment  (building),16,五層/十四層,有,有,住家用,North District,1,1,2
840,26.285781,condominium,20,四層/十層,有,有,住家用,North District,2,2,3
680,14.47013,high-rise  apartment  (building),8,十八層/二十四層,有,有,住家用,North District,1,1,2
750,19.855624,high-rise  apartment  (building),23,十三層/十四層,有,有,住家用,North District,2,2,3
1600,68.43,House,34,全/四層,有,無,住家用,North District,3,3,4
588,32.22,House,43,全/二層,無,無,住家用,North District,2,2,3
980,30.463752,condominium,20,五層/十層,有,有,住家用,North District,2,2,3
380,10.175163,condominium,32,二層/五層,無,有,商業用,North District,1,1,1
1200,27.2459,high-rise  apartment  (building),8,七層/二十四層,有,有,住家用,North District,2,2,3
1450,24.17195,high-rise  apartment  (building),4,二十一層/二十四層,有,有,住家用,North District,2,2,2
815,34.89308,condominium,30,"四層,五層/五層",有,有,住家用,North District,2,3,4
1040,26.730204,high-rise  apartment  (building),20,十三層/十四層,有,有,住家用,North District,2,2,3
410,20.07547,Apartment,42,五層/五層,無,無,住家用,North District,2,2,3
90,8.62641,high-rise  apartment  (building),39,九層/十四層,有,有,住家用,North District,1,1,1
2500,36.16,House,1,全/一層,無,無,住家用,North District,3,2,5
374,40.42475,high-rise  apartment  (building),20,"一層,二層,三層/十三層",有,有,住商用,North District,1,3,3
280,4.75,House,50,全/二層,無,無,住家用,North District,2,2,4
313,5.338359,high-rise  apartment  (building),16,六層/十四層,有,有,住家用,North District,1,1,1
600,22.814355,Apartment,27,"四層,五層/五層",無,無,住家用,North District,2,1,2
810,15.208512,condominium,9,六層/九層,有,有,住家用,North District,1,1,2
888,19.249812,high-rise  apartment  (building),8,十三層/二十四層,有,有,住家用,North District,2,1,2
278,13.9046,high-rise  apartment  (building),39,七層/十四層,有,有,住家用,North District,1,1,1
1050,24.05666,condominium,19,十層/十層,有,有,住家用,North District,2,1,2
668,23.415638,condominium,29,六層/八層,有,有,住家用,North District,2,2,3
1338,20.776556,high-rise  apartment  (building),1,十四層/十五層,有,有,住家用,North District,2,1,2
1950,30.613527,high-rise  apartment  (building),4,二十一層/二十四層,有,有,住家用,North District,2,2,3
585,36.433628,Apartment,42,二層/四層,無,無,住家用,North District,8,1,8
1650,24.4582,high-rise  apartment  (building),1,十層/十五層,有,有,住家用,North District,2,2,2
665,30.2,House,50,全/二層,無,無,住家用,North District,2,3,3
3980,77.37,House,1,全/四層,無,有,住商用,North District,2,5,5
1638,24.4582,high-rise  apartment  (building),1,十一層/十五層,有,有,住家用,North District,2,2,2
1160,28.21304,high-rise  apartment  (building),8,二十四層/二十四層,有,有,住家用,North District,2,2,3
3680,86.66,House,14,全/四層,無,有,住商用,North District,2,5,5
708,14.47013,high-rise  apartment  (building),8,十二層/二十四層,有,有,住家用,North District,1,1,2
538,27.09,House,50,全/二層,無,無,住家用,North District,2,2,3
400,20.07,House,42,全/三層,無,無,住家用,North District,1,3,4
1000,90.79,House,42,全/四層,無,無,住商用,North District,1,4,4
3401.7,112.89,House,10,全/五層,無,有,住家用,North District,3,5,4
285,4.94619,high-rise  apartment  (building),16,四層/十四層,有,有,住家用,North District,1,1,1
688,14.47013,high-rise  apartment  (building),8,二十二層/二十四層,有,有,住家用,North District,2,1,2
1780,63.36,House,29,全/三層,無,無,住商用,North District,3,4,4
488,23.683968,Apartment,45,二層/四層,無,無,住家用,North District,2,2,2
410,31.077314,Apartment,39,五層/五層,無,無,住家用,North District,2,3,6
1558,31.12264,condominium,13,六層/十層,有,有,住家用,North District,2,2,3
1232,57.46,House,20,全/四層,無,無,住商用,North District,2,3,5
1070,28.21304,high-rise  apartment  (building),8,七層/二十四層,有,有,住家用,North District,2,2,3
810,27.455932,high-rise  apartment  (building),29,二十二層/二十五層,有,有,住家用,North District,2,2,3
1688,27.707546,high-rise  apartment  (building),1,四層/十五層,有,有,住家用,North District,2,2,2
1150,55.43,House,42,全/四層,無,無,住商用,North District,2,3,4
1560,38.8,House,46,全/二層,無,無,住家用,North District,2,2,5
710,19.72656,high-rise  apartment  (building),16,二層/十九層,有,有,住家用,North District,2,1,2
1036,53.81,House,30,全/三層,無,無,住家用,North District,2,3,4
181,8.246205,condominium,37,四層/七層,有,有,商業用,North District,1,1,1
895,24.347267,condominium,28,一層/九層,有,有,住家用,North District,2,2,3
1690,28.581686,high-rise  apartment  (building),1,四層/十五層,有,有,住家用,North District,2,2,2
600,29.234,high-rise  apartment  (building),29,十九層/二十五層,有,有,住家用,North District,2,2,4
300,26.08,House,46,全/二層,無,無,住家用,North District,2,3,4
71,7.5,House,1,全/二層,無,無,住商用,North District,1,1,1
1779,125.55,House,48,全/四層,無,無,住家用,North District,4,4,8
202,25.14,House,44,全/二層,無,無,,North District,2,3,4
955,29.62,House,51,全/二層,無,無,住家用,North District,6,1,6
1350,63.74,House,1,全/三層,無,無,住商用,North District,1,3,4
380,23.61,House,53,全/二層,無,無,住家用,North District,1,1,2
850,15.748018,high-rise  apartment  (building),14,九層/十四層,有,有,住家用,North District,1,1,2
668,11.126241,high-rise  apartment  (building),12,二層/十三層,有,有,住家用,North District,1,1,1
